,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
1407,511557,PROFINC,PRO FIN CAPITAL SERVICES LTD.,Active,XT,10.0,INE732K01019,Misc.Commercial Services,Equity
1409,511559,TIMESGTY,TIMES GUARANTY LTD.,Active,B ,10.0,INE289C01025,Finance (including NBFCs),Equity
1413,511571,SODFC,SOM DATT FINANCE CORPORATION LTD.,Active,XT,10.0,INE754C01010,Finance (including NBFCs),Equity
1416,511577,SAVFI,SAVANI FINANCIALS LTD.,Active,XT,10.0,INE304E01010,Finance (including NBFCs),Equity
1420,511597,PALSOFT,PALSOFT INFOSYSTEMS LTD.,Active,XT,10.0,INE969B01016,Finance (including NBFCs),Equity
1423,511611,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,Active,B ,10.0,INE891B01012,Finance (including NBFCs),Equity
1429,511630,SAMBHAAV,SAMBHAAV MEDIA LTD.,Active,B ,1.0,INE699B01027,Publishing,Equity
1434,511642,WISEC,WISEC GLOBAL LTD.,Active,XT,10.0,INE638C01015,Finance (including NBFCs),Equity
1442,511664,BGIL,BGIL FILMS &amp; TECHNOLOGIES LTD.,Active,XT,10.0,INE443D01018,Movies &amp; Entertainment,Equity
1446,511672,SCANSTL,Scan Steels Limited,Active,XT,10.0,INE099G01011,Iron &amp; Steel/Interm.Products,Equity
1447,511676,GICHSGFIN,GIC HOUSING FINANCE LTD.,Active,B ,10.0,INE289B01019,Housing Finance ,Equity
1452,511688,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,Active,XT,10.0,INE963B01019,Finance (including NBFCs),Equity
1456,511700,STANCAP,STANDARD CAPITAL MARKETS LTD.,Active,XT,10.0,INE625D01010,Finance (including NBFCs),Equity
1462,511726,VIPUL,VIPUL LTD.,Active,B ,1.0,INE946H01037,Realty,Equity
1464,511734,PASUFIN,PASUPATI FINCAP LTD.,Active,XT,10.0,INE527C01010,Finance (including NBFCs),Equity
1465,511736,USHDI,USHDEV INTERNATIONAL LTD.,Active,XT,1.0,INE981D01025,Comm.Trading  &amp; Distribution,Equity
1466,511738,MEHSECU,MEHTA SECURITIES LTD.,Active,XT,10.0,INE241B01010,Other Financial Services,Equity
1467,511740,MEHTAHG,MEHTA HOUSING FINANCE LTD.,Active,XT,10.0,INE239B01014,Housing Finance ,Equity
1471,511758,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Active,XT,10.0,INE094E01017,Finance (including NBFCs),Equity
1472,511760,SEVENHILL,Seven Hill Industries Limited,Active,XT,10.0,INE518D01017,Finance (including NBFCs),Equity
1474,511764,UPASAFN,UPASANA FINANCE LTD.,Active,XT,10.0,INE819K01014,Finance (including NBFCs),Equity
1475,511766,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,Active,B ,10.0,INE296G01013,Finance (including NBFCs),Equity
1481,512008,AMANITRA,AMANI TRADING &amp; EXPORTS LTD.,Active,XT,10.0,INE886D01018,Comm.Trading  &amp; Distribution,Equity
1483,512011,TEATIME,TEA TIME LTD.,Active,P ,10.0,INE237U01018,Comm.Trading  &amp; Distribution,Equity
1484,512014,SOBME,SOBHAGYA MERCHANTILE LTD.,Active,XT,10.0,INE754D01018,Misc.Commercial Services,Equity
1486,512022,WINROC,WINRO COMMERCIAL (INDIA) LTD.,Active,XT,10.0,INE837E01019,Other Financial Services,Equity
1487,512025,INERTIAST,INERTIA STEEL LTD.,Active,XT,10.0,INE767M01011,Misc.Commercial Services,Equity
1488,512026,PHTRADING,PH TRADING LTD.,Active,P ,10.0,INE603D01017,Comm.Trading  &amp; Distribution,Equity
1491,512036,KAPILCO,KAPIL COTEX LTD.,Active,XT,10.0,INE393H01016,Textiles,Equity
1492,512038,ASWTR,AASWA TRADING &amp; EXPORTS LTD.,Active,P ,10.0,INE887D01016,Comm.Trading  &amp; Distribution,Equity
1498,512062,ZSANMCOM,SANMITRA COMMERCIAL LTD.,Active,XT,10.0,INE896J01014,Misc.Commercial Services,Equity
1499,512063,AYOME,AYOKI MERCANTILE LTD.,Active,P ,10.0,INE048E01013,Comm.Trading  &amp; Distribution,Equity
1500,512064,VISTR,VISHVPRABHA TRADING LTD.,Active,XT,10.0,INE762D01011,Misc.Commercial Services,Equity
1501,512065,MRUTR,MRUGESH TRADING LTD.,Active,XT,10.0,INE738D01011,Finance (including NBFCs),Equity
1504,512070,UPL,UPL Limited,Active,A ,2.0,INE628A01036,Agrochemicals,Equity
1506,512091,ANSHNCO,ANSHUNI COMMERCIALS LTD.,Active,P ,10.0,INE425H01016,Other Apparels &amp; Accessories,Equity
1507,512093,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.,Active,B ,2.0,INE234B01023,IT Software Products,Equity
1510,512099,PUNITCO,PUNIT COMMERCIALS LTD.,Active,XT,10.0,INE750G01019,Other Apparels &amp; Accessories,Equity
1511,512101,TRIPR,TRIOCHEM PRODUCTS LTD.,Active,XT,10.0,INE331E01013,Pharmaceuticals,Equity
1512,512103,NIDHGRN,NIDHI GRANITES LTD.,Active,XT,10.0,INE276H01013,Construction Materials,Equity
1516,512117,TWIROST,TWIN ROSES TRADES &amp; AGENCIES LTD.,Active,P ,10.0,NA          ,Misc.Commercial Services,Equity
1521,512131,SIGNETIND,Signet Industries Limited,Active,T ,1.0,INE529F01027,Plastic Products,Equity
1527,512153,SPECMKT,SPECULAR MARKETING &amp; FINANCING LTD.,Active,P ,10.0,NA          ,Misc.Commercial Services,Equity
1528,512157,TERRAREAL,Terraform Realstate Limited,Active,P ,10.0,NA          ,Misc.Commercial Services,Equity
1529,512161,8KMILES,8K MILES SOFTWARE SERVICES LTD.,Active,B ,5.0,INE650K01021,Internet Software &amp; Services,Equity
1531,512165,ABANSENT,ABans Enterprises Ltd,Active,XT,10.0,INE365O01010,Comm.Trading  &amp; Distribution,Equity
1532,512167,MATRAREAL,MATRA REALTY LTD.,Active,XT,5.0,INE190E01021,Finance (including NBFCs),Equity
1533,512169,CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,Active,XT,10.0,INE968E01012,Misc.Commercial Services,Equity
1535,512175,VAMA,VAMA INDUSTRIES LTD.,Active,XT,2.0,INE685D01022,IT Consulting &amp; Software,Equity
1537,512179,SUNTECK,SUNTECK REALTY LTD.,Active,B ,1.0,INE805D01034,Realty,Equity
1544,512195,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,Active,P ,10.0,INE496M01017,Misc.Commercial Services,Equity
1545,512197,SILVERO,SILVER OAK COMMERCIAL LTD.,Active,XT,10.0,INE798C01017,Finance (including NBFCs),Equity
1549,512213,CLASELE,CLASSIC ELECTRICALS LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
1550,512215,VORACON,VORA CONSTRUCTIONS LTD.,Active,XT,10.0,INE902L01016,Other Financial Services,Equity
1555,512229,VERITAS,VERITAS (INDIA) LTD.,Active,XT,1.0,INE379J01029,Consulting Services,Equity
1556,512233,JAYTEX,JAYBHARAT TEXTILES &amp; REAL ESTATE LTD.,Active,XT,2.0,INE091E01039,Textiles,Equity
1557,512237,JAICORPLTD,JAI CORP LTD.,Active,B ,1.0,INE070D01027,Iron &amp; Steel/Interm.Products,Equity
1560,512245,ZNIVITRD,NIVI TRADING LTD.,Active,P ,10.0,INE552F01011,Misc.Commercial Services,Equity
1563,512261,BAJGLOB,BAJAJ GLOBAL LTD.,Active,XT,10.0,INE553H01015,Comm.Trading  &amp; Distribution,Equity
1567,512271,TASHIND,TASHI INDIA LTD.,Active,XT,10.0,INE552H01017,Misc.Commercial Services,Equity
1568,512277,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,Active,P ,10.0,INE340U01010,Transportation - Logistics,Equity
1569,512279,NNTL,N2N Technologies Limited,Active,Z ,10.0,INE043F01011,Misc.Commercial Services,Equity
1572,512289,SHIRPUR-G,SHIRPUR GOLD REFINERY LTD.,Active,B ,10.0,INE196B01016,Other Non-Ferrous Metals,Equity
1573,512291,ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,Active,P ,10.0,INE497M01015,Other Financial Services,Equity
1575,512296,BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,Active,B ,2.0,INE458B01036,Copper,Equity
1576,512299,STERLINBIO,STERLING BIOTECH LTD.,Active,B ,1.0,INE324C01038,Commodity Chemicals,Equity
1585,512329,KRL,Kintech Renewables Ltd,Active,XT,10.0,INE385F01016,Misc.Commercial Services,Equity
1588,512337,MAHSHRE,MAHASHREE TRADING LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
1589,512341,CESL,CES Limited,Active,XT,10.0,INE396F01013,BPO/KPO,Equity
1597,512359,SWORDEDGE,Sword-Edge Commercials Limited,Active,XT,10.0,INE093G01014,Comm.Trading  &amp; Distribution,Equity
1600,512367,ZSHERAPR,SHERATON PROPERTIES &amp; FINANCE LTD.,Active,P ,10.0,INE495M01019,Other Financial Services,Equity
1603,512377,MAGANTR,MAGNANIMOUS TRADE &amp; FINANCE LTD.,Active,XT,10.0,INE664N01018,Misc.Commercial Services,Equity
1604,512381,ZNIVEMER,NIVEDITA MERCANTILE &amp; FINANCING LTD.,Active,XT,10.0,INE992I01013,Comm.Trading  &amp; Distribution,Equity
1609,512399,KAPASHI,KAPASHI COMMERCIALS LTD.,Active,XT,10.0,INE017I01019,Other Financial Services,Equity
1612,512405,IPOWER,I-POWER SOLUTIONS INDIA LTD.,Active,XT,10.0,INE468F01010,Internet Software &amp; Services,Equity
1613,512408,UNIWSEC,UNIWORTH SECURITIES LTD.,Active,XT,10.0,INE728J01019,Textiles,Equity
1614,512409,RAJSAN,Rajsanket Realty Limited,Active,XT,10.0,INE314F01016,Finance (including NBFCs),Equity
1617,512415,MERCTRD,MERCURY TRADE LINKS LTD.,Active,P ,10.0,INE319T01016,Misc.Commercial Services,Equity
1618,512417,TRITRADE,TRINITY TRADELINK LIMITED,Active,XT,1.0,INE567D01022,Misc.Commercial Services,Equity
1626,512441,ENBETRD,ENBEE TRADE &amp; FINANCE LTD.,Active,XT,10.0,INE993I01011,Misc.Commercial Services,Equity
1627,512443,GANONTR,GANON TRADING FINANCE CO.LTD.,Active,XT,10.0,INE162L01017,Other Financial Services,Equity
1628,512445,DEVITRD,DEVINSU TRADING LTD.,Active,P ,10.0,NA          ,Other Financial Services,Equity
1631,512453,SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,Active,XT,1.0,INE564J01026,Containers &amp; Packaging,Equity
1633,512463,SHRGLTR,SHREE GLOBAL TRADEFIN LTD.,Active,XT,1.0,INE080I01025,Finance (including NBFCs),Equity
1635,512479,GYTRIPA,GAYATRI TISSUE &amp; PAPERS LTD.,Active,XT,10.0,INE661K01010,Realty,Equity
1636,512487,REMIELEK,Remi Elektrotechnik Limited,Active,XT,10.0,INE512H01011,Comm.Trading  &amp; Distribution,Equity
1637,512489,OASISEC,OASIS SECURITIES LTD.,Active,XT,10.0,INE876A01015,Finance (including NBFCs),Equity
1641,512511,VARUNME,VARUN MERCANTILE LTD.,Active,P ,10.0,NA          ,Misc.Commercial Services,Equity
1643,512519,DONEAR,DONEAR INDUSTRIES LTD.-$,Active,T ,2.0,INE668D01028,Textiles,Equity
1646,512529,SEQUENT,SEQUENT SCIENTIFIC LTD.,Active,B ,2.0,INE807F01027,Pharmaceuticals,Equity
1647,512531,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,Active,T ,10.0,INE655A01013,Comm.Trading  &amp; Distribution,Equity
1656,512553,ZENITHEXPO,ZENITH EXPORTS LTD.,Active,B ,10.0,INE058B01018,Textiles,Equity
1659,512559,KOHINOOR,KOHINOOR FOODS LTD.,Active,B ,10.0,INE080B01012,Other Agricultural Products,Equity
1665,512573,AVANTI,AVANTI FEEDS LTD.-$,Active,B ,2.0,INE871C01020,Other Food Products,Equity
1667,512579,GUJNRECOKE,GUJARAT NRE COKE LTD.,Active,T ,10.0,INE110D01013,Coal,Equity
1671,512587,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,Active,B ,10.0,INE077B01018,Other Apparels &amp; Accessories,Equity
1672,512591,PULSRIN,PULSAR INTERNATIONAL LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
1675,512597,KEYCORPSER,KEYNOTE CORPORATE SERVICES LTD.,Active,B ,10.0,INE681C01015,Finance (including NBFCs),Equity
1676,512599,ADANIENT,ADANI ENTERPRISES LTD.,Active,A ,1.0,INE423A01024,Comm.Trading  &amp; Distribution,Equity
1677,512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.,Active,XT,10.0,INE307N01014,Comm.Trading  &amp; Distribution,Equity
1680,512608,BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.,Active,T ,1.0,INE474E01029,Other Apparels &amp; Accessories,Equity
1685,512618,RLF,RLF LTD.,Active,XT,10.0,INE629C01014,Textiles,Equity
1688,512624,REGENTRP,Regent Enterprises Ltd,Active,XT,10.0,INE769D01016,Other Financial Services,Equity
1689,512626,ORBTEXP,ORBIT EXPORTS LTD.,Active,B ,10.0,INE231G01010,Textiles,Equity
1698,513005,VBCFERROQ,VBC FERRO ALLOYS LTD.-$,Active,XT,10.0,INE114E01013,Iron &amp; Steel/Interm.Products,Equity
1699,513010,TATASPONGE,TATA SPONGE IRON LTD.,Active,A ,10.0,INE674A01014,Iron &amp; Steel/Interm.Products,Equity
1700,513012,ZJEETMAC,JEET MACHINE TOOLS LTD.,Active,XT,10.0,INE987E01012,Comm.Trading  &amp; Distribution,Equity
1703,513023,NBVENTURES,NAVA BHARAT VENTURES LTD.,Active,B ,2.0,INE725A01022,Electric Utilities,Equity
1704,513039,ZHINUDYP,HINDUSTHAN UDYOG LTD.,Active,XT,10.0,INE582K01018,Industrial Machinery,Equity
1707,513063,TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,Active,XT,10.0,INE360D01014,Iron &amp; Steel Products,Equity
1710,513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,Active,B ,5.0,INE524B01027,Iron &amp; Steel Products,Equity
1712,513119,ABCGAS,ABC GAS (INTERNATIONAL) LTD.,Active,XT,10.0,INE173M01012,Copper,Equity
1713,513121,ORICON,ORICON ENTERPRISES LTD.-$,Active,B ,2.0,INE730A01022,Specialty Chemicals,Equity
1718,513149,ACROW,ACROW INDIA LTD.,Active,XT,10.0,INE950D01012,Iron &amp; Steel Products,Equity
1719,513151,STINDIA,STI INDIA LTD.,Active,B ,10.0,INE090C01019,Textiles,Equity
1724,513179,NATNLSTEEL,NATIONAL STEEL &amp; AGRO INDUSTRIES LTD.,Active,B ,10.0,INE088B01015,Iron &amp; Steel/Interm.Products,Equity
1732,513216,UTTAMSTL,UTTAM GALVA STEELS LTD.,Active,B ,10.0,INE699A01011,Iron &amp; Steel/Interm.Products,Equity
1734,513228,PENIND,PENNAR INDUSTRIES LTD.-$,Active,B ,5.0,INE932A01024,Iron &amp; Steel/Interm.Products,Equity
1738,513250,JYOTISTRUC,JYOTI STRUCTURES LTD.,Active,B ,2.0,INE197A01024,Heavy Electrical Equipment,Equity
1739,513252,JAYUSH,JAY USHIN LTD.,Active,XT,10.0,INE289D01015,Auto Parts &amp; Equipment,Equity
1741,513262,SSWL,STEEL STRIPS WHEELS LTD.-$,Active,B ,10.0,INE802C01017,Auto Parts &amp; Equipment,Equity
1743,513269,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,Active,B ,5.0,INE993A01026,Construction &amp; Engineering,Equity
1748,513291,PREMPIPES,PREMIER PIPES LTD.,Active,XT,10.0,INE448N01016,Iron &amp; Steel Products,Equity
1751,513307,SYNTHFO,SYNTHIKO FOILS LTD.,Active,XT,5.0,INE363L01029,Aluminium,Equity
1752,513309,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Active,Z ,10.0,INE327C01023,Aluminium,Equity
1760,513335,METALFORGE,Metalyst Forgings Limited,Active,T ,10.0,INE425A01011,Other Industrial Products,Equity
1761,513337,GUJTLRM,GUJARAT TOOLROOM LTD.,Active,XT,10.0,INE145J01024,Plastic Products,Equity
1764,513349,AJMERA,AJMERA REALTY &amp; INFRA INDIA LTD.,Active,B ,10.0,INE298G01027,Realty,Equity
1769,513369,RJKMRFR,RAJKUMAR FORGE LTD.,Active,XT,10.0,INE013J01016,Other Industrial Products,Equity
1770,513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,A ,1.0,INE120A01034,Other Industrial Products,Equity
1771,513377,MMTC,MMTC LTD.,Active,A ,1.0,INE123F01029,Comm.Trading  &amp; Distribution,Equity
1778,513403,PMTELELIN,P.M.TELELINNKS LTD.,Active,XT,10.0,INE092C01015,Iron &amp; Steel/Interm.Products,Equity
1783,513414,SMPL,Splendid Metal Products Ltd,Active,T ,5.0,INE215G01021,Iron &amp; Steel/Interm.Products,Equity
1784,513418,SMFIL,Smiths &amp; Founders (India) Limited,Active,XT,1.0,INE728B01032,Other Industrial Products,Equity
1786,513422,BLOIN,BLOOM INDUSTRIES LTD.,Active,P ,10.0,INE373E01015,Iron &amp; Steel/Interm.Products,Equity
1789,513430,MAITRI,Maitri Enterprises Ltd,Active,XT,10.0,INE501L01024,Aluminium,Equity
1790,513434,TATAMETALI,TATA METALIKS LTD.,Active,B ,10.0,INE056C01010,Iron &amp; Steel/Interm.Products,Equity
1791,513436,SHAHALLOYS,SHAH ALLOYS LTD.,Active,B ,10.0,INE640C01011,Iron &amp; Steel/Interm.Products,Equity
1795,513446,MONNETISPA,MONNET ISPAT &amp; ENERGY LTD.,Active,B ,10.0,INE743C01013,Iron &amp; Steel/Interm.Products,Equity
1798,513452,ELANGO,ELANGO INDUSTRIES LTD.,Active,XT,10.0,INE594D01018,Iron &amp; Steel/Interm.Products,Equity
1799,513456,KANSHST,KANISHK STEEL INDUSTRIES LTD.,Active,XT,10.0,INE791E01018,Iron &amp; Steel Products,Equity
1805,513472,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,Active,XT,10.0,INE658D01011,Other Industrial Products,Equity
1811,513488,SSWRL,SHREE STEEL WIRE ROPES LTD.,Active,XT,10.0,INE387D01025,Iron &amp; Steel Products,Equity
1814,513496,MEWATZI,MEWAT ZINC LTD.,Active,P ,10.0,INE235U01012,Zinc,Equity
1815,513498,SOUTHMG,SOUTHERN MAGNESIUM &amp; CHEMICALS LTD.,Active,P ,10.0,INE308N01012,Mining,Equity
1820,513507,GUJCONT,GUJARAT CONTAINERS LTD.,Active,P ,10.0,INE276I01011,Iron &amp; Steel Products,Equity
1821,513509,KALYANIFRG,KALYANI FORGE LTD.,Active,T ,10.0,INE314G01014,Auto Parts &amp; Equipment,Equity
1822,513511,PANCHMAHQ,PANCHMAHAL STEEL LTD.,Active,XT,10.0,INE798F01010,Iron &amp; Steel/Interm.Products,Equity
1823,513515,SRIND,S.R.INDUSTRIES LTD.,Active,XT,10.0,INE329C01011,Textiles,Equity
1824,513519,PITTILAM,PITTI LAMINATIONS LTD.-$,Active,B ,5.0,INE450D01021,Other Elect.Equip./ Prod.,Equity
1828,513540,TNSTLTU,TAMILNADU STEEL TUBES LTD.,Active,P ,10.0,INE176E01012,Iron &amp; Steel Products,Equity
1830,513544,MSCTC,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD.,Active,Z ,10.0,INE277E01026,Copper,Equity
1831,513548,SHRDAIS,SHARDA ISPAT LTD.,Active,XT,10.0,INE385M01012,Iron &amp; Steel/Interm.Products,Equity
1832,513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,Active,B ,10.0,INE451L01014,Iron &amp; Steel Products,Equity
1834,513558,REALSTR,REAL STRIPS LTD.-$,Active,XT,10.0,INE183B01014,Iron &amp; Steel/Interm.Products,Equity
1837,513566,NOVIS,NOVA IRON &amp; STEEL LTD.,Active,XT,10.0,INE608C01026,Iron &amp; Steel/Interm.Products,Equity
1840,513575,STERPOW,Sterling Powergensys Limited,Active,XT,10.0,INE067E01013,Industrial Machinery,Equity
1842,513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.,Active,Z ,10.0,INE617C01027,Coal,Equity
1846,513597,SURANAIND,SURANA INDUSTRIES LTD.,Active,B ,10.0,INE659D01019,Iron &amp; Steel/Interm.Products,Equity
1847,513599,HINDCOPPER,HINDUSTAN COPPER LTD.,Active,A ,5.0,INE531E01026,Copper,Equity
1850,513605,SRIPIPES,Srikalahasthi Pipes Limited,Active,B ,10.0,INE943C01027,Iron &amp; Steel Products,Equity
1867,513642,AXELPOLY,AXEL POLYMERS LTD.,Active,XT,10.0,INE197C01012,Plastic Products,Equity
1870,513648,MARGPROIN,MARG PROJECTS AND INFRASTRUCTURE LTD.,Active,XT,10.0,INE942E01017,Misc.Commercial Services,Equity
1873,513683,NLCINDIA,NLC India Ltd,Active,A ,10.0,INE589A01014,Electric Utilities,Equity
1875,513691,JMTAUTOLTD,JMT AUTO LTD.,Active,T ,1.0,INE988E01036,Auto Parts &amp; Equipment,Equity
1879,513703,KUMARWI,KUMAR WIRE CLOTH MANUFACTURING COMPANY LTD.,Active,XT,10.0,INE840A01011,Textiles,Equity
1883,513713,WHITEORG,White Organic Agro Ltd,Active,XT,10.0,INE146C01019,Other Apparels &amp; Accessories,Equity
1886,513721,MFSINTRCRP,MFS INTERCORP LTD.,Active,P ,10.0,INE614F01019,Iron &amp; Steel/Interm.Products,Equity
1887,513723,HIMGRANI,HIMALAYA GRANITES LTD.-$,Active,XT,10.0,INE464C01016,Construction Materials,Equity
1890,513729,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,Active,B ,10.0,INE210C01013,Construction Materials,Equity
1896,514028,RAJKSYN,RAJKAMAL SYNTHETICS LTD.,Active,XT,10.0,INE376L01013,Textiles,Equity
1898,514034,JBFIND,JBF INDUSTRIES LTD.,Active,B ,10.0,INE187A01017,Fibres &amp; Plastics,Equity
1901,514043,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,Active,B ,5.0,INE049A01027,Textiles,Equity
1902,514045,BSL,BSL LTD.,Active,B ,10.0,INE594B01012,Textiles,Equity
1904,514060,EVERTEX,Evergreen Textiles Limited,Active,ZP,10.0,INE229N01010,Textiles,Equity
1909,514113,ADINATH,ADINATH TEXTILES LTD.,Active,XT,10.0,INE207C01019,Textiles,Equity
1912,514118,ESKAY,ESKAY K'N'IT (INDIA) LTD.,Active,XT,1.0,INE220A01032,Textiles,Equity
1915,514140,SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$,Active,XT,10.0,INE431C01023,Textiles,Equity
1916,514142,TTL,T T LTD.-$,Active,B ,10.0,INE592B01016,Textiles,Equity
1917,514144,UNIWORTH,UNIWORTH LTD.,Active,XT,10.0,INE207A01013,Textiles,Equity
1922,514162,WELSPUNIND,WELSPUN INDIA LTD.,Active,A ,1.0,INE192B01031,Textiles,Equity
1923,514167,GANECOS,GANESHA ECOSPHERE LTD.,Active,B ,10.0,INE845D01014,Misc.Commercial Services,Equity
1925,514171,CEETAIN,CEETA INDUSTRIES LTD.,Active,XT,1.0,INE760J01012,Construction Materials,Equity
1926,514175,VARDMNPOLY,VARDHMAN POLYTEX LTD.,Active,B ,10.0,INE835A01011,Textiles,Equity
1927,514177,RISHYRN,RISHAB SPECIAL YARNS LTD.,Active,P ,10.0,NA          ,Textiles,Equity
1932,514197,STCORP,S&amp;T CORPORATION LTD.,Active,XT,10.0,INE110Q01015,Textiles,Equity
1939,514211,SUMEETINDS,SUMEET INDUSTRIES LTD.-$,Active,B ,10.0,INE235C01010,Textiles,Equity
1941,514215,BINNY,BINNY LTD.,Active,Z ,5.0,INE118K01011,Textiles,Equity
1944,514221,KLIFESTYL,K-Lifestyle &amp; Industries Limited,Active,XT,1.0,INE218A01028,Textiles,Equity
1949,514234,SANGAMIND,SANGAM (INDIA) LTD.,Active,B ,10.0,INE495C01010,Textiles,Equity
1950,514236,TRUPTWI,TRUPTI TWISTERS LTD.,Active,P ,10.0,INE664X01017,Comm.Trading  &amp; Distribution,Equity
1951,514240,KUSHIND,Kush Industries Ltd,Active,XT,10.0,INE979D01011,Textiles,Equity
1955,514248,SRECR,SREECHEM RESINS LTD.,Active,P ,10.0,INE377C01010,Commodity Chemicals,Equity
1962,514266,ZENIFIB,ZENITH FIBRES LTD.-$,Active,XT,10.0,INE106C01013,Textiles,Equity
1965,514274,AARVEEDEN,AARVEE DENIMS &amp; EXPORTS LTD.,Active,B ,10.0,INE273D01019,Textiles,Equity
1967,514280,SANTETX,SANRHEA TECHNICAL TEXTILES LTD.,Active,XT,10.0,INE589J01015,Textiles,Equity
1970,514286,ASHIMASYN,ASHIMA LTD.,Active,B ,10.0,INE440A01010,Textiles,Equity
1975,514300,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,Active,B ,10.0,INE156C01018,Textiles,Equity
1980,514312,JAIHINDS,JAIHIND SYNTHETICS LTD.,Active,XT,10.0,INE156E01014,Textiles,Equity
1982,514316,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,Active,XT,10.0,INE969C01014,Textiles,Equity
1983,514318,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,Active,P ,10.0,INE722N01014,Textiles,Equity
1984,514324,OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD.,Active,XT,10.0,INE814D01010,Textiles,Equity
1985,514326,PATSPINLTD,PATSPIN INDIA LTD.,Active,B ,10.0,INE790C01014,Textiles,Equity
1986,514330,OBRSESY,OVERSEAS SYNTHETICS LTD.,Active,XT,10.0,INE670O01013,Textiles,Equity
1987,514332,NEOINFRA,NEO INFRACON LTD.,Active,XT,10.0,INE216I01017,Realty,Equity
1993,514348,WINSOME,WINSOME YARNS LTD.,Active,B ,10.0,INE784B01035,Textiles,Equity
1996,514354,PREMIERPOL,PREMIER POLYFILM LTD.,Active,B ,5.0,INE309M01012,Commodity Chemicals,Equity
1997,514360,AXISRAIL,Axis Rail India Ltd,Active,P ,10.0,INE078T01026,Construction &amp; Engineering,Equity
2000,514366,CITIZYN,CITIZEN YARNS LTD.,Active,XT,5.0,INE940P01025,Textiles,Equity
2004,514378,YARNSYN,YARN SYNDICATE LTD.,Active,XT,10.0,INE564C01013,Comm.Trading  &amp; Distribution,Equity
2011,514402,SHARDFI,SHARAD FIBRES &amp; YARN PROCESSORS LTD.,Active,P ,10.0,INE638N01012,Textiles,Equity
2024,514440,BPTEX,Blue Pearl Texspin Limited,Active,XT,10.0,INE439N01023,Commodity Chemicals,Equity
2025,514442,SRIKPRIND,SRI KPR INDUSTRIES LTD.,Active,XT,10.0,INE009C01019,Plastic Products,Equity
2028,514454,SOUTLAT,SOUTHERN LATEX LTD.,Active,XT,10.0,INE410M01018,Textiles,Equity
2031,514460,OSWAYRN,OSWAL YARNS LTD.,Active,XT,10.0,INE670H01017,Comm.Trading  &amp; Distribution,Equity
2033,514470,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$,Active,B ,10.0,INE837B01031,Textiles,Equity
2037,514482,ASAHIIND,Asahi Industries Limited,Active,P ,1.0,INE745I01015,Textiles,Equity
2038,514484,THAMBBI,THAMBBI MODERN SPINNING MILLS LTD.,Active,XT,10.0,INE830D01016,Textiles,Equity
2039,514486,POLTC,POLYGENTA TECHNOLOGIES LTD.,Active,XT,10.0,INE441D01020,Textiles,Equity
2047,515018,REGENCERAM,REGENCY CERAMICS LTD.,Active,T ,10.0,INE277C01012,Furniture-Furnishing-Paints,Equity
2050,515030,ASAHIINDIA,ASAHI INDIA GLASS LTD.,Active,B ,1.0,INE439A01020,Auto Parts &amp; Equipment,Equity
2053,515037,MURUDCERA,MURUDESHWAR CERAMICS LTD.,Active,B ,10.0,INE692B01014,Furniture-Furnishing-Paints,Equity
