,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
2055,515043,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,Active,XT,10.0,INE068B01017,Construction Materials,Equity
2059,515055,ANANTRAJ,Anant Raj Limited-$,Active,B ,2.0,INE242C01024,Realty,Equity
2060,515059,MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,Active,XT,5.0,INE469C01023,Edible Oils,Equity
2063,515081,SRIVAJRA,SRI VAJRA GRANITES LTD.,Active,P ,10.0,INE047H01018,Construction Materials,Equity
2065,515093,MADHAV,MADHAV MARBLES &amp; GRANITES LTD.,Active,B ,10.0,INE925C01016,Construction Materials,Equity
2067,515099,VERTICLIND,Vertical Industries Ltd,Active,P ,10.0,INE247Q01015,Construction Materials,Equity
2076,515127,RAMMA,RAMMAICA (INDIA) LTD.,Active,P ,10.0,INE650D01018,Commodity Chemicals,Equity
2081,515145,HINDNATGLS,HINDUSTHAN NATIONAL GLASS &amp; INDUSTRIES LTD.-$,Active,B ,2.0,INE952A01022,Containers &amp; Packaging,Equity
2084,516007,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD.,Active,B ,10.0,INE805B01012,Forest Products,Equity
2086,516016,SHREYANIND,SHREYANS INDUSTRIES LTD.-$,Active,B ,10.0,INE231C01019,Paper &amp; Paper Products,Equity
2087,516022,STARPAPER,STAR PAPER MILLS LTD.,Active,B ,10.0,INE733A01018,Paper &amp; Paper Products,Equity
2089,516032,SARDAPPR,SARDA PAPERS LTD.,Active,XT,10.0,INE385D01011,Paper &amp; Paper Products,Equity
2102,516064,ARROWGREEN,Arrow Greentech Ltd,Active,B ,10.0,INE570D01018,Plastic Products,Equity
2105,516072,VISHNU,VISHNU CHEMICALS LTD.,Active,T ,10.0,INE270I01014,Commodity Chemicals,Equity
2108,516078,JUMBO,JUMBO BAG LTD.,Active,Z ,10.0,INE699D01015,Containers &amp; Packaging,Equity
2110,516082,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,Active,B ,10.0,INE740D01017,Paper &amp; Paper Products,Equity
2112,516086,SRPML,SHREE RAJESHWARANAND PAPER MILLS LTD.,Active,XT,10.0,INE617D01017,Paper &amp; Paper Products,Equity
2114,516092,PDUMJEIND,PUDUMJEE INDUSTRIES LTD.,Active,T ,2.0,INE105C01023,Paper &amp; Paper Products,Equity
2115,516096,SANPA,SANGAL PAPERS LTD.,Active,XT,10.0,INE384D01022,Paper &amp; Paper Products,Equity
2116,516098,VENTURA,VENTURA TEXTILES LTD.,Active,XT,10.0,INE810C01044,Textiles,Equity
2119,516108,STHINPA,SOUTH INDIA PAPER MILLS LTD.,Active,XT,10.0,INE088G01014,Paper &amp; Paper Products,Equity
2120,516110,SCANDENT,Scandent Imaging Limited,Active,XT,10.0,INE146N01016,Healthcare Services,Equity
2124,517015,VINDHYATEL,VINDHYA TELELINKS LTD.,Active,B ,10.0,INE707A01012,Telecom Cables,Equity
2126,517035,RIR,RUTTONSHA INTERNATIONAL RECTIFIER LTD.,Active,XT,10.0,INE302D01016,Electronic Components,Equity
2127,517041,ADORWELD,ADOR WELDING LTD.,Active,B ,10.0,INE045A01017,Other Industrial Goods,Equity
2128,517044,IDM,INTERNATIONAL DATA MANAGEMENT LTD.,Active,XT,10.0,INE649R01010,Consulting Services,Equity
2132,517059,SALZER,SALZER ELECTRONICS LTD.-$,Active,B ,10.0,INE457F01013,Other Elect.Equip./ Prod.,Equity
2133,517077,INDAGIV,IND-AGIV COMMERCE LTD.,Active,Z ,10.0,INE115E01010,Comm.Trading  &amp; Distribution,Equity
2134,517080,HIGHGROUND,High Ground Enterprise Ltd,Active,B ,1.0,INE361M01021,Construction &amp; Engineering,Equity
2137,517140,MOSERBAER,MOSER BAER INDIA LTD.,Active,B ,10.0,INE739A01015,Storage Media &amp; Peripherals,Equity
2138,517146,USHAMART,USHA MARTIN LTD.,Active,B ,1.0,INE228A01035,Iron &amp; Steel Products,Equity
2140,517164,ZENITHCOMP,ZENITH COMPUTERS LTD.,Active,XT,10.0,INE598B01013,Computer Hardware,Equity
2141,517166,SPELS,SPEL SEMICONDUCTOR LTD.,Active,XT,10.0,INE252A01019,Electronic Components,Equity
2142,517168,SUBROS,SUBROS LTD.,Active,B ,2.0,INE287B01021,Auto Parts &amp; Equipment,Equity
2143,517170,KLKELEC,KLK Electrical Ltd,Active,XT,10.0,INE125G01014,Other Elect.Equip./ Prod.,Equity
2144,517172,PERVASIVE,Pervasive Commodities Ltd,Active,P ,10.0,INE443P01020,Electronic Components,Equity
2145,517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,Active,B ,10.0,INE671A01010,Other Elect.Equip./ Prod.,Equity
2151,517201,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.,Active,XT,10.0,INE311D01017,Electronic Components,Equity
2153,517206,LUMAXIND,LUMAX INDUSTRIES LTD.,Active,B ,10.0,INE162B01018,Auto Parts &amp; Equipment,Equity
2158,517214,SPICEMOBI,Spice Mobility Limited-$,Active,B ,3.0,INE927C01020,Telecom Equipment,Equity
2162,517224,SUJANAUNI,SUJANA UNIVERSAL INDUSTRIES LTD.-$,Active,T ,10.0,INE216G01011,Other Industrial Products,Equity
2163,517230,PAEL,PAE LTD.,Active,T ,10.0,INE766A01018,Comm.Trading  &amp; Distribution,Equity
2164,517236,CALCOM,CALCOM VISION LTD.,Active,XT,10.0,INE216C01010,Consumer Electronics,Equity
2165,517238,DYNAVSN,DYNAVISION LTD.,Active,P ,10.0,INE083E01010,Electronic Components,Equity
2172,517264,FINELINE,FINE-LINE CIRCUITS LTD.,Active,XT,10.0,INE087E01011,Electronic Components,Equity
2175,517271,HBLPOWER,HBL POWER SYSTEMS LTD.-$,Active,B ,1.0,INE292B01021,Other Elect.Equip./ Prod.,Equity
2182,517288,GUJARATPOLY,Gujarat Poly Electronics Ltd,Active,XT,10.0,INE541F01022,Other Elect.Equip./ Prod.,Equity
2184,517300,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,Active,B ,10.0,INE162A01010,Electric Utilities,Equity
2189,517320,SAVINFOCO,SAVANT INFOCOMM LTD.,Active,XT,10.0,INE898E01011,Other Elect.Equip./ Prod.,Equity
2192,517330,CMI,CMI LTD.,Active,B ,10.0,INE981B01011,Other Elect.Equip./ Prod.,Equity
2194,517334,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,Active,A ,1.0,INE775A01035,Auto Parts &amp; Equipment,Equity
2196,517344,MINDTECK,MINDTECK (INDIA) LTD.,Active,B ,10.0,INE110B01017,IT Software Products,Equity
2200,517354,HAVELLS,HAVELLS INDIA LTD.,Active,A ,1.0,INE176B01034,Other Elect.Equip./ Prod.,Equity
2205,517370,INCAP,INCAP LTD.,Active,XT,10.0,INE437C01012,Other Elect.Equip./ Prod.,Equity
2206,517372,GUJINTRX,GUJARAT INTRUX LTD.-$,Active,XT,10.0,INE877E01015,Other Industrial Products,Equity
2210,517380,IGARASHI,IGARASHI MOTORS INDIA LTD.,Active,B ,10.0,INE188B01013,Auto Parts &amp; Equipment,Equity
2212,517385,SYMPHONY,Symphony Limited,Active,A ,2.0,INE225D01027,Consumer Electronics,Equity
2215,517393,VINTRON,VINTRON INFORMATICS LTD.,Active,XT,1.0,INE043B01028,Computer Hardware,Equity
2217,517397,PANELEC,PAN ELECTRONICS INDIA LTD.,Active,XT,10.0,INE648E01010,Electronic Components,Equity
2218,517399,VXLINSTR,VXL INSTRUMENTS LTD.,Active,XT,10.0,INE756A01019,Consumer Electronics,Equity
2219,517403,SUNSOUI,SUN SOURCE (INDIA) LTD.,Active,XT,10.0,INE320F01013,Electric Utilities,Equity
2221,517411,SHYAMTEL,SHYAM TELECOM LTD.,Active,T ,10.0,INE635A01023,Telecom Equipment,Equity
2222,517415,LEENEE,LEE &amp; NEE SOFTWARES (EXPORTS) LTD.,Active,XT,10.0,INE791B01014,BPO/KPO,Equity
2224,517421,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,Active,T ,10.0,INE295F01017,Household Appliances,Equity
2225,517423,INTEGSW,INTEGRA SWITCHGEAR LTD.,Active,P ,10.0,NA          ,Other Elect.Equip./ Prod.,Equity
2227,517429,ATHENAGLO,Athena Global Technologies Ltd-$,Active,XT,10.0,INE576B01019,IT Software Products,Equity
2230,517437,DUTRON,DUTRON POLYMERS LTD.-$,Active,XT,10.0,INE940C01015,Plastic Products,Equity
2232,517447,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,Active,B ,5.0,INE165B01029,IT Software Products,Equity
2235,517463,LINAKS,LINAKS MICROELECTRONICS LTD.,Active,XT,1.0,INE028C01027,Electronic Components,Equity
2239,517481,APTL,Artech Power &amp; Trading Ltd,Active,XT,10.0,INE421N01021,Electronic Components,Equity
2245,517494,ACCEL,ACCEL TRANSMATIC LTD.,Active,XT,10.0,INE258C01020,Storage Media &amp; Peripherals,Equity
2247,517498,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,Active,B ,10.0,INE855C01015,Other Elect.Equip./ Prod.,Equity
2249,517506,TTKPRESTIG,TTK PRESTIGE LTD.,Active,A ,10.0,INE690A01010,Houseware,Equity
2254,517518,LEEL,Leel Electricals Ltd,Active,B ,10.0,INE245C01019,Industrial Machinery,Equity
2256,517530,SURANAT&amp;P,Surana Telecom And Power Limited,Active,T ,1.0,INE130B01031,Telecom Cables,Equity
2259,517536,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,Active,B ,10.0,INE229A01017,IT Consulting &amp; Software,Equity
2261,517544,CENTUM,CENTUM ELECTRONICS LTD.,Active,B ,10.0,INE320B01020,Misc.Commercial Services,Equity
2262,517552,ADVNCMIC,ADVANCED MICRONIC DEVICES LTD.-$,Active,Z ,10.0,INE903C01013,Diversified,Equity
2263,517556,PVP,PVP VENTURES LTD.,Active,B ,10.0,INE362A01016,Realty,Equity
2265,517562,TRIGYN,TRIGYN TECHNOLOGIES LTD.,Active,B ,10.0,INE948A01012,IT Software Products,Equity
2269,517569,KEI,KEI INDUSTRIES LTD.,Active,B ,2.0,INE878B01027,Other Elect.Equip./ Prod.,Equity
2270,517571,INDLMETER,IMP POWERS LTD.,Active,T ,10.0,INE065B01013,Heavy Electrical Equipment,Equity
2272,518011,KEERTHI,KEERTHI INDUSTRIES LTD.,Active,XT,10.0,INE145L01012,Cement &amp; Cement Products,Equity
2276,518029,GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,Active,T ,10.0,INE542A01039,Cement &amp; Cement Products,Equity
2287,518075,SURAJ,SURAJ PRODUCTS LTD.,Active,XT,10.0,INE069E01019,Iron &amp; Steel/Interm.Products,Equity
2294,518091,APCL,ANJANI PORTLAND CEMENT LTD.-$,Active,B ,10.0,INE071F01012,Cement &amp; Cement Products,Equity
2302,519014,PRSNTIN,PRASHANT INDIA LTD.,Active,P ,10.0,NA          ,Textiles,Equity
2314,519091,TASTYBIT,TASTY BITE EATABLES LTD.,Active,B ,10.0,INE488B01017,Packaged Foods,Equity
2315,519097,RITESHIN,RITESH INTERNATIONAL LTD.,Active,XT,10.0,INE534D01014,Commodity Chemicals,Equity
2316,519105,AVTNPL,AVT NATURAL PRODUCTS LTD.,Active,B ,1.0,INE488D01021,Other Agricultural Products,Equity
2319,519136,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,Active,B ,10.0,INE289A01011,Textiles,Equity
2324,519152,VADILENT,VADILAL ENTERPRISES LTD.,Active,XT,10.0,INE693D01018,Comm.Trading  &amp; Distribution,Equity
2325,519156,VADILALIND,VADILAL INDUSTRIES LTD.-$,Active,B ,10.0,INE694D01016,Packaged Foods,Equity
2329,519174,ASHAI,ASHIANA AGRO INDUSTRIES LTD.,Active,XT,10.0,INE709D01012,Edible Oils,Equity
2332,519183,ADFFOODS,ADF FOODS LTD.-$,Active,B ,10.0,INE982B01019,Packaged Foods,Equity
2341,519214,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.,Active,XT,10.0,INE188E01017,Finance (including NBFCs),Equity
2344,519224,WILLAMAGOR,WILLIAMSON MAGOR &amp; COMPANY LTD.,Active,T ,10.0,INE210A01017,Comm.Trading  &amp; Distribution,Equity
2347,519230,RICHIRICH,Richirich Inventures Limited,Active,XT,5.0,INE102C01020,Comm.Trading  &amp; Distribution,Equity
2352,519242,SRDAPRT,SARDA PROTEINS LTD.,Active,P ,10.0,INE995U01011,Edible Oils,Equity
2354,519248,JVLAGRO,JVL AGRO INDUSTRIES LTD.,Active,B ,1.0,INE430G01026,Edible Oils,Equity
2357,519260,SANWARIA,Sanwaria Consumer Ltd-$,Active,T ,1.0,INE890C01046,Edible Oils,Equity
2358,519262,PRIMAGR,PRIMA AGRO LTD.,Active,XT,10.0,INE297D01018,Other Agricultural Products,Equity
2369,519295,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,Active,XT,10.0,INE921D01013,Packaged Foods,Equity
2370,519299,PRIMIND,PRIME INDUSTRIES LTD.,Active,Z ,10.0,INE543F01010,Edible Oils,Equity
2371,519303,TROMBOEXT,Trombo Extractions Ltd,Active,P ,10.0,INE850O01011,Edible Oils,Equity
2377,519319,AASHEE,AASHEE INFOTECH LTD.,Active,XT,10.0,INE847M01011,Internet Software &amp; Services,Equity
2393,519353,BANSTEA,BANSISONS TEA INDUSTRIES LTD.,Active,P ,10.0,INE856E01019,Tea &amp; Coffee,Equity
2397,519367,TRANSFD,TRANSGLOBE FOODS LTD.,Active,XT,10.0,INE213P01019,Non-alcoholic Beverages,Equity
2403,519383,ANIKINDS,ANIK INDUSTRIES LTD.,Active,B ,10.0,INE087B01017,Other Agricultural Products,Equity
2415,519413,RUIAAQA,RUIA AQUACULTURE FARMS LTD.,Active,P ,10.0,INE673U01014,Comm.Trading  &amp; Distribution,Equity
2416,519415,KMGMILK,KMG MILK FOOD LTD.,Active,P ,10.0,INE873N01015,Packaged Foods,Equity
2419,519421,KSE,KSE LTD.-$,Active,XT,10.0,INE953E01014,Packaged Foods,Equity
2430,519455,NARBADA,NARBADA GEMS AND JEWELLERY LTD.,Active,XT,10.0,INE540C01021,Other Apparels &amp; Accessories,Equity
2431,519457,VIRATCRA,VIRAT CRANE INDUSTRIES LTD.,Active,XT,10.0,INE295C01014,Packaged Foods,Equity
2433,519463,IBINFO,IB INFOTECH ENTERPRISES LTD.,Active,XT,10.0,INE678B01021,Other Agricultural Products,Equity
2436,519471,AMBARPIL,Ambar Protein Industries Ltd,Active,P ,10.0,INE072V01017,Edible Oils,Equity
2437,519477,CIANAGRO,CIAN Agro Industries &amp; Infrastructure Ltd,Active,P ,10.0,INE052V01019,Edible Oils,Equity
2438,519479,OMEAG,OMEGA AG-SEEDS (PUNJAB) LTD.,Active,XT,10.0,INE112B01013,Other Agricultural Products,Equity
2441,519494,NKIND,N.K.INDUSTRIES LTD.,Active,T ,10.0,INE542C01019,Edible Oils,Equity
2444,519500,BKV,BKV INDUSTRIES LTD.,Active,XT,1.0,INE356C01022,Packaged Foods,Equity
2462,519552,HERITGFOOD,Heritage Foods Limited,Active,B ,5.0,INE978A01027,Packaged Foods,Equity
2467,519566,SIMRAN,SIMRAN FARMS LTD.,Active,XT,10.0,INE354D01017,Packaged Foods,Equity
2468,519570,LAKSHMIO,LAKSHMI OVERSEAS INDUSTRIES LTD.,Active,B ,2.0,INE992B01026,Other Agricultural Products,Equity
2477,519588,DFM,DFM FOODS LTD.,Active,B ,10.0,INE456C01012,Packaged Foods,Equity
2478,519600,CCL,CCL PRODUCTS (INDIA) LTD.,Active,B ,2.0,INE421D01022,Tea &amp; Coffee,Equity
2479,519602,KELLTONTEC,Kellton Tech Solutions Ltd.,Active,T ,5.0,INE164B01022,IT Software Products,Equity
2480,519604,SURFI,SURYO FOODS &amp; INDUSTRIES LTD.,Active,XT,10.0,INE565E01016,Packaged Foods,Equity
2481,519606,INTEGFD,INTEGRATED PROTEINS LTD.,Active,XT,10.0,INE177M01013,Edible Oils,Equity
2485,520008,RICOAUTO,RICO AUTO INDUSTRIES LTD.,Active,B ,1.0,INE209B01025,Auto Parts &amp; Equipment,Equity
2486,520021,OMAXAUTO,OMAX AUTOS LTD.,Active,B ,10.0,INE090B01011,Auto Parts &amp; Equipment,Equity
2490,520043,MUNJALSHOW,MUNJAL SHOWA LTD.,Active,B ,2.0,INE577A01027,Auto Parts &amp; Equipment,Equity
2491,520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,Active,B ,1.0,INE039C01032,Auto Parts &amp; Equipment,Equity
2492,520056,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,Active,B ,5.0,INE105A01035,Auto Parts &amp; Equipment,Equity
2493,520057,SONASTEER,SONA KOYO STEERING SYSTEMS LTD.,Active,B ,1.0,INE643A01035,Auto Parts &amp; Equipment,Equity
2494,520059,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Active,B ,2.0,INE672B01032,Auto Parts &amp; Equipment,Equity
2497,520066,JAYBARMARU,JAY BHARAT MARUTI LTD.,Active,B ,5.0,INE571B01028,Auto Parts &amp; Equipment,Equity
2501,520077,AMTEKAUTO,AMTEK AUTO LTD.-$,Active,T ,2.0,INE130C01021,Auto Parts &amp; Equipment,Equity
2504,520081,ECSTSTL,EAST COAST STEEL LTD.,Active,P ,10.0,INE315F01013,Iron &amp; Steel/Interm.Products,Equity
2505,520086,SICAL,SICAL LOGISTICS LTD.,Active,B ,10.0,INE075B01012,Transportation - Logistics,Equity
2510,520111,RATNAMANI,RATNAMANI METALS &amp; TUBES LTD.-$,Active,B ,2.0,INE703B01027,Construction &amp; Engineering,Equity
2511,520113,VESUVIUS,VESUVIUS INDIA LTD.,Active,B ,10.0,INE386A01015,Other Industrial Goods,Equity
2514,520119,ASAL,AUTOMOTIVE STAMPINGS &amp; ASSEMBLIES LTD.,Active,B ,10.0,INE900C01027,Auto Parts &amp; Equipment,Equity
2515,520121,ARCEEIN,ARCEE INDUSTRIES LTD.,Active,XT,10.0,INE276D01012,Plastic Products,Equity
2517,520127,BALTE,BALURGHAT TECHNOLOGIES LTD.,Active,XT,10.0,INE654B01014,Surface Transportation,Equity
2518,520131,COARO,COASTAL ROADWAYS LTD.,Active,P ,10.0,INE229E01019,Surface Transportation,Equity
2520,520139,JAGSONAI,JAGSON AIRLINES LTD.,Active,XT,10.0,INE685B01018,Airlines,Equity
2525,520151,SHREYAS,SHREYAS SHIPPING &amp; LOGISTICS LTD.,Active,B ,10.0,INE757B01015,Shipping,Equity
2527,521003,SHVSUIT,SHIVA SUITINGS LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
2528,521005,INDOVATION,INDOVATION TECHNOLOGIES LTD.,Active,XT,10.0,INE807M01023,Textiles,Equity
2531,521014,EUROTEXIND,EUROTEX INDUSTRIES &amp; EXPORTS LTD.,Active,B ,10.0,INE022C01012,Textiles,Equity
2532,521016,ICIL,INDO COUNT INDUSTRIES LTD.,Active,A ,2.0,INE483B01026,Textiles,Equity
2533,521018,MARALOVER,MARAL OVERSEAS LTD.,Active,B ,10.0,INE882A01013,Textiles,Equity
2538,521030,NAKODA,Nakoda Limited-$,Active,T ,5.0,INE559B01023,Textiles,Equity
2539,521034,SOMATEX,SOMA TEXTILES &amp; INDUSTRIES LTD.,Active,T ,10.0,INE314C01013,Textiles,Equity
2540,521036,SOURCEIND,SOURCE INDUSTRIES (INDIA) LTD.,Active,XT,10.0,INE695C01015,Textiles,Equity
2541,521038,TAMJAIM,TAMILNADU JAIBHARAT MILLS LTD.,Active,XT,10.0,INE868H01017,Textiles,Equity
2543,521048,ADVLIFE,ADVANCE LIFESTYLES LTD.,Active,XT,10.0,INE900E01015,Textiles,Equity
2545,521054,KAKTEX,KAKATIYA TEXTILES LTD.,Active,XT,10.0,INE092E01011,Textiles,Equity
2548,521064,TRIDENT,TRIDENT LTD.,Active,B ,10.0,INE064C01014,Textiles,Equity
2549,521068,HISARSP,HISAR SPINNING MILLS LTD.,Active,P ,10.0,INE689E01014,Textiles,Equity
2550,521070,ALOKTEXT,ALOK INDUSTRIES LTD.,Active,T ,10.0,INE270A01011,Textiles,Equity
2554,521080,PASARI,PASARI SPINNING MILLS LTD.,Active,XT,10.0,INE604F01010,Textiles,Equity
2555,521082,SPENTEX,SPENTEX INDUSTRIES LTD.,Active,T ,10.0,INE376C01020,Textiles,Equity
2564,521105,OLYMPTX,OLYMPIA INDUSTRIES LTD.,Active,XT,10.0,INE482O01021,Internet &amp; Catalogue Retail,Equity
2566,521109,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,Active,T ,5.0,INE123B01028,Textiles,Equity
2573,521127,KHTRFIB,KHATOR FIBRE &amp; FABRICS LTD.,Active,XT,10.0,INE964G01016,Textiles,Equity
2575,521133,GEMSPIN,GEM SPINNERS INDIA LTD.,Active,P ,5.0,INE165F01020,Textiles,Equity
2577,521137,EUREKAI,EUREKA INDUSTRIES LTD.,Active,P ,10.0,INE958A01011,Textiles,Equity
2579,521141,ADITYASP,ADITYA SPINNERS LTD.,Active,XT,10.0,INE122D01026,Textiles,Equity
2584,521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,Active,B ,10.0,INE206B01013,Other Apparels &amp; Accessories,Equity
2590,521180,SUPERSPIN,SUPER SPINNING MILLS LTD.,Active,T ,1.0,INE662A01027,Textiles,Equity
2595,521194,SILINV,SIL INVESTMENTS LTD.,Active,T ,10.0,INE923A01015,Other Financial Services,Equity
2597,521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,Active,B ,10.0,INE713B01026,Textiles,Equity
2600,521210,CITYMAN,CITYMAN LTD.,Active,XT,10.0,INE117C01010,Other Apparels &amp; Accessories,Equity
2603,521216,DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,Active,XT,10.0,INE220C01012,Textiles,Equity
2605,521220,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,Active,B ,10.0,INE497D01014,Textiles,Equity
2608,521232,SUNILTX,SUNIL INDUSTRIES LTD.,Active,P ,10.0,INE124M01015,Comm.Trading  &amp; Distribution,Equity
2610,521238,KDL,KKRRAFTON Developers Ltd,Active,XT,10.0,INE893C01032,Computer Hardware,Equity
2611,521244,CHITRTX,CHITRADURGA SPINTEX LTD.,Active,XT,10.0,INE676G01024,Textiles,Equity
2613,521248,KITEX,KITEX GARMENTS LTD.,Active,B ,1.0,INE602G01020,Other Apparels &amp; Accessories,Equity
2616,522014,UNIDT,UNITED DRILLING TOOLS LTD.,Active,Z ,10.0,INE961D01019,Other Industrial Goods,Equity
2617,522015,VCCLLTD,VCCL LTD.,Active,P ,10.0,INE460E01010,2/3 Wheelers,Equity
2618,522029,WINDMACHIN,WINDSOR MACHINES LTD.,Active,B ,2.0,INE052A01021,Industrial Machinery,Equity
2619,522034,SHANTIGEAR,SHANTHI GEARS LTD.,Active,B ,1.0,INE631A01022,Auto Parts &amp; Equipment,Equity
2620,522036,MIVENMACH,MIVEN MACHINE TOOLS LTD.,Active,P ,10.0,INE338P01014,Other Industrial Goods,Equity
2622,522042,SMENER,S.M.ENERGY TEKNIK &amp; ELECTRONICS LTD.,Active,XT,10.0,INE540D01011,Industrial Machinery,Equity
2627,522064,HONDAPOWER,HONDA SIEL POWER PRODUCTS LTD.,Active,B ,10.0,INE634A01018,Industrial Machinery,Equity
2629,522073,HITECHGEAR,The Hi-Tech Gears Ltd,Active,B ,10.0,INE127B01011,Auto Parts &amp; Equipment,Equity
2630,522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,B ,1.0,INE285A01027,Industrial Machinery,Equity
2633,522085,STONEIN,STONE INDIA LTD.-$,Active,XT,10.0,INE290C01015,Commercial Vehicles,Equity
2638,522105,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,Active,XT,2.0,INE372E01025,Industrial Machinery,Equity
2640,522113,TIMKEN,TIMKEN INDIA LTD.,Active,B ,10.0,INE325A01013,Industrial Machinery,Equity
2644,522122,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,Active,XT,10.0,INE285C01015,Textiles,Equity
2653,522163,DIAPOWER,Diamond Power Infrastructure Limited-$,Active,B ,10.0,INE989C01012,Other Elect.Equip./ Prod.,Equity
2666,522205,PRAJIND,PRAJ INDUSTRIES LTD.,Active,B ,2.0,INE074A01025,Construction &amp; Engineering,Equity
2667,522209,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,Active,XT,10.0,INE429B01011,Other Financial Services,Equity
2669,522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B ,10.0,INE826C01016,Commercial Vehicles,Equity
2675,522237,SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.,Active,XT,10.0,INE092H01014,Industrial Machinery,Equity
2676,522241,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10.0,INE227C01017,Other Industrial Products,Equity
2678,522245,IYKOTHITE,IYKOT HITECH TOOLROOM LTD.,Active,Z ,5.0,INE079L01013,Other Industrial Goods,Equity
2679,522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,B ,5.0,INE040D01038,Textiles,Equity
2682,522261,DOLPHINOFF,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.-$,Active,B ,10.0,INE920A01011,Oil Equipment &amp; Services,Equity
2683,522263,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,Active,B ,10.0,INE890A01016,Construction &amp; Engineering,Equity
2685,522273,AHMDSTE,AHMEDABAD STEELCRAFT LTD.,Active,XT,10.0,INE868C01018,Iron &amp; Steel/Interm.Products,Equity
2686,522275,GET&amp;D,GE T&amp;D India Ltd,Active,A ,2.0,INE200A01026,Electric Utilities,Equity
2690,522285,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,Active,T ,10.0,INE854B01010,Iron &amp; Steel/Interm.Products,Equity
2691,522287,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,Active,B ,2.0,INE220B01022,Heavy Electrical Equipment,Equity
2692,522289,IFMIMPX,IFM IMPEX GLOBAL LTD.,Active,XT,10.0,INE169F01014,Comm.Trading  &amp; Distribution,Equity
2693,522292,CHANDNI,Chandni Textiles Engineering Ind. Ltd,Active,XT,10.0,INE713D01055,Textiles,Equity
2694,522295,CONTROLPR,CONTROL PRINT LTD.-$,Active,B ,10.0,INE663B01015,Containers &amp; Packaging,Equity
2697,523001,PROFDIA,PROFESSIONAL DIAMONDS LTD.,Active,P ,10.0,NA          ,Other Apparels &amp; Accessories,Equity
2698,523011,WEIZMANIND,WEIZMANN LTD.,Active,B ,10.0,INE080A01014,Comm.Trading  &amp; Distribution,Equity
2707,523054,ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,Active,XT,10.0,INE626H01019,Textiles,Equity
2708,523062,JJFINCOR,J.J.FINANCE CORPORATION LTD.,Active,XT,10.0,INE584C01011,Finance (including NBFCs),Equity
2717,523100,COSMOFE,COSMO FERRITES LTD.-$,Active,XT,10.0,INE124B01018,Iron &amp; Steel/Interm.Products,Equity
2719,523105,ZPPOLYSA,PLANTER POLYSACKS LTD.,Active,XT,10.0,INE293E01023,Containers &amp; Packaging,Equity
2721,523113,FUTURSEC,FUTURISTIC SECURITIES LTD.,Active,XT,10.0,INE425D01015,Finance (including NBFCs),Equity
2723,523127,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,Active,B ,10.0,INE276C01014,Hotels,Equity
2725,523133,BONINDL,BONANZA INDUSTRIES LTD.,Active,XT,5.0,INE143N01021,Textiles,Equity
2728,523151,OTCO,OTCO INTERNATIONAL LTD.,Active,XT,10.0,INE910B01010,Consulting Services,Equity
